OBJECTID,Station Name,Address,Address2,City,State,Zip,Contact,Contact Title,Phone,Email,Up Date,x,y
904,MIDDLETOWN FIRE DEPARTMENT STATION 2,10 WALLKILL AVENUE, ,MIDDLETOWN,NY,10940,,,845-344-5015,,,547858.192209836,4588716.35804974
905,SPARROWBUSH ENGINE COMPANY - SUBSTATION,STATE ROUTE 42, ,SPARROWBUSH,NY,12780,,,845-856-5047,,,523335.476236828,4589488.71668145
906,CAMPBELL HALL FIRE DEPARTMENT / OTTERKILL ENGINE COMPANY,13 MAYBROOK ROAD, ,CAMPBELL HALL,NY,10916,,,845-427-2888,,,561929.591113083,4589573.17611066
907,SILVER LAKE FIRE DISTRICT,26 MALTESE DRIVE, ,MIDDLETOWN,NY,10940,,,845-343-7131,,,550766.053141774,4589642.84784785
908,MIDDLETOWN FIRE DEPARTMENT STATION 3,359 NORTH STREET, ,MIDDLETOWN,NY,10940,,,845-344-5014,,,549110.772220716,4589644.7521058
909,VAILS GATE FIRE DEPARTMENT STATION 1,872 BLOOMING GROVE TURNPIKE, ,NEW WINDSOR,NY,12553,,,845-561-9729,,,578990.30374222,4589798.85275049
910,MECHANICSTOWN FIRE DEPARTMENT STATION 2,384 STONY FORD ROAD, ,MIDDLETOWN,NY,10941,,,845-692-4212,,,557526.733340405,4589845.53814566
911,PATTERSON FIRE STATION 2,161 BULLET HOLE RD,,PATTERSON,NY,12563,,,,,,613998.909400003,4590194.98459129
912,CUDDEBACKVILLE FIRE DEPARTMENT,15 STATE ROUTE 211, ,CUDDEBACKVILLE,NY,12729,,,845-754-8421,,,534056.893141769,4590392.0697116
913,NORTH HIGHLANDS FIRE DEPARTMENT,504 FISHKILL ROAD, ,COLD SPRING,NY,10516,,,845-265-9595,,,589929.20363053,4590429.3010061
914,PUTNAM LAKE FIRE DEPARTMENT INCORPORATED,72 FAIRFIELD DRIVE, ,PATTERSON,NY,12563,,,845-279-8480,,,621269.89262471,4590913.99542956
915,WASHINGTON HEIGHTS FIRE COMPANY,10 OHIO PLACE, ,MIDDLETOWN,NY,10940,,,845-343-9411,,,548923.15762708,4591027.27777516
916,OTISVILLE VOLUNTEER FIRE DEPARTMENT,60 STATE STREET, ,OTISVILLE,NY,10963,,,845-386-2494,,,538653.518575759,4591569.37824984
917,YULAN VOLUNTEER FIRE COMPANY - SUBSTATION,142 STATE ROUTE 97, ,BARRYVILLE,NY,12719,,,845-557-8088,,,506653.583750026,4591922.80179266
918,KENT VOLUNTEER FIRE DEPARTMENT,2490 STATE ROUTE 301, ,CARMEL,NY,10512,,,845-225-2223,,,603548.808053693,4591948.67896757
919,LUMBERLAND FIRE DEPARTMENT INCORPORATED,1088 COUNTY ROUTE 31, ,GLEN SPEY,NY,12737,,,845-856-2041,,,515977.477706605,4591965.21599068
920,HOWELLS FIRE DEPARTMENT,26 ELM STREET, ,MIDDLETOWN,NY,10940,,,845-386-2000,,,544581.239774893,4592161.3408826
921,DUTCHESS JUNCTION FIRE DISTRICT,75 SLOCUM ROAD, ,BEACON,NY,12508,,,845-831-2790,,,585765.602702756,4592518.4115246
922,LAKE CARMEL FIRE DEPARTMENT STATION 1,851 STATE ROUTE 52, ,LAKE CARMEL,NY,10512,,,845-225-3730,,,610900.568663503,4592582.48338585
923,MAYBROOK ENGINE COMPANY 1,204 WALLACE AVENUE, ,MAYBROOK,NY,12543,,,845-427-2220,,,565238.148778663,4592583.26956056
924,CIRCLEVILLE FIRE DEPARTMENT STATION 2,1500 GOSHEN TURNPIKE, ,MIDDLETOWN,NY,10941,,,845-361-3461,,,553229.053015745,4592864.98119694
925,VAILS GATE FIRE DEPARTMENT STATION 2,4 WEATHER OAK HILL ROAD, ,NEW WINDSOR,NY,12553,,,845-561-9729,,,575947.295000155,4593077.59552863
926,NEW WINDSOR FIRE DEPARTMENT - QUASSAICK ENGINE COMPANY,275 WALSH AVENUE, ,NEW WINDSOR,NY,12553,,,845-565-6048,,,581559.514100002,4593577.97389131
927,STEWART AIR NATIONAL GUARD FIRE STATION 1-DOD,1 MILITIA WAY, ,NEWBURGH,NY,12550,,,845-563-2731,,,576198.197958121,4594415.84444288
928,LAKE CARMEL FIRE DEPARTMENT STATION 2,849 FARMERS MILLS ROAD, ,CARMEL,NY,10512,,,845-225-3730,,,607843.119856539,4594544.09990711
929,CITY OF NEWBURGH FIRE DEPARTMENT - MAIN STATION,22 GRAND STREET, ,NEWBURGH,NY,12550,,,845-569-7415,,,582701.165112859,4594644.88113371
930,BEACON FIRE DEPARTMENT STATION 1,57 EAST MAIN STREET, ,BEACON,NY,12508,,,845-831-1334,,,586707.165368509,4594899.55684529
931,CITY OF NEWBURGH FIRE DEPARTMENT STATION 2,492 BROADWAY, ,NEWBURGH,NY,12550,,,845-569-7415,,,580922.360179869,4594906.13313028
932,STEWART AIR NATIONAL GUARD FIRE STATION 2,1ST STREET,1 MILITIA WAY,NEWBURGH,NY,12553,,,845-563-2731,,,575093.050971547,4594916.68760242
933,SULLIVAN COUNTY BATTALION 5 - WESTBROOKVILLE FIRE AND RESCUE COMPANY,39 PINE KILL ROAD, ,WESTBROOKVILLE,NY,12785,,,845-754-8848,,,536513.855924294,4594977.11718538
934,CITY OF BEACON FIRE DEPARTMENT - MASE HOOK AND LADDER COMPANY - HEADQUARTERS,425 MAIN STREET, ,BEACON,NY,12508,,,845-831-1334,,,586236.8307602,4595109.08848308
935,BEACON FIRE DEPARTMENT STATION 2,13 SOUTH AVENUE, ,BEACON,NY,12508,,,845-831-1334,,,585316.835546569,4595595.73680546
936,CIRCLEVILLE FIRE DEPARTMENT STATION 1,2147 STATE HIGHWAY 302, ,CIRCLEVILLE,NY,10919,,,845-361-3461,,,550960.88825845,4595741.48913689
937,GOOD WILL FIRE DEPARTMENT,1 SOUTH PLANK ROAD, ,NEWBURGH,NY,12550,,,845-562-1129,,,579551.500325288,4595846.92818491
938,PATTERSON FIRE DEPARTMENT 1 INCORPORATED,STATE ROUTE 311, ,PATTERSON,NY,12563,,,845-878-6047,,,616657.530341694,4596852.40049073
939,YULAN VOLUNTEER FIRE COMPANY - MAIN STATION,26 AIRPORT ROAD, ,YULAN,NY,12792,,,845-557-8483,,,505564.883469943,4596895.44805605
940,SLATER CHEMICAL FIRE COMPANY,76 OLD GLENHAM ROAD, ,GLENHAM,NY,12527,,,845-831-2322,,,588972.672828085,4596989.41252621
941,HIGHLAND LAKE FIRE COMPANY,144 HIGHLAND LAKE ROAD, ,HIGHLAND LAKE,NY,12743,,,845-557-6085,,,512576.211075311,4596603.91034195
942,YULAN VOLUNTEER FIRE COMPANY - SUBSTATION,6 PROCTOR ROAD, ,ELDRED,NY,12732,,,845-557-6335,,,509679.812759726,4597214.74422484
943,WINONA LAKE ENGINE COMPANY 2 INCORPORATED,160 SOUTH PLANK ROAD, ,NEWBURGH,NY,12550,,,845-561-1151,,,578149.49863281,4597225.48301077
944,EAST FISHKILL FIRE DISTRICT - WICCOPEE FIRE COMPANY,6 WEST HOOK ROAD, ,HOPEWELL JUNCTION,NY,12533,,,845-897-4280,,,596447.684243074,4597436.98156427
945,MONTGOMERY FIRE DISTRICT / MONTGOMERY FIRE DEPARTMENT,136 WARD STREET, ,MONTGOMERY,NY,12549,,,845-457-3205,,,563811.005997342,4597574.7317622
946,COLDENHAM FIRE DEPARTMENT,487 COLDENHAM ROAD, ,WALDEN,NY,12586,,,845-564-0438,,,570657.167781268,4597579.89806111
947,CHELSEA FIRE DISTRICT - SUBSTATION 2,6 BROCKWAY ROAD, ,WAPPINGERS FALLS,NY,12590,,,845-831-7223,,,586246.047073678,4597851.84004443
948,ROMBOUT FIRE COMPANY STATION 1 - HEADQUARTERS,901 MAIN STREET, ,FISHKILL,NY,12524,,,845-896-8620,,,590599.044998488,4597973.96934899
949,PAWLING FIRE DISTRICT STATION 2 - HOLMES HOSE COMPANY,338 STATE ROUTE 292, ,HOLMES,NY,12531,,,845-878-6019,,,612899.624094319,4598400.0089845
950,EAST FISHKILL FIRE DISTRICT - WICCOPEE FIRE COMPANY - SUBSTATION,175 TOWNSEND ROAD, ,HOPEWELL JUNCTION,NY,12533,,,845-226-6679,,,600502.646534192,4598684.3658489
951,EAST FISHKILL FIRE DISTRICT - STORMVILLE FIRE COMPANY - SUBSTATION,26 MOUNTAIN TOP ROAD, ,STORMVILLE,NY,12582,,,845-878-4007,,,606968.434402459,4598738.10822281
952,VILLAGE OF FISHKILL FIRE DEPARTMENT - PROTECTION ENGINE COMPANY,1132 MAIN STREET, ,FISHKILL,NY,12524,,,845-896-6613,,,591670.017178412,4598789.82666495
953,MIDDLE HOPE FIRE DEPARTMENT STATION 2,5172 ALBANY POST ROAD, ,NEWBURGH,NY,12550,,,845-562-1062,,,582349.362805136,4598900.43894627
954,ORANGE LAKE FIRE DEPARTMENT,426 SOUTH PLANK ROAD, ,NEWBURGH,NY,12550,,,845-564-1754,,,575332.74248105,4599110.9182473
955,BULLVILLE FIRE DEPARTMENT,2891 STATE ROUTE 17K, ,MIDDLETOWN,NY,10941,,,845-361-3939,,,552572.480131855,4599275.37263303
956,CASTLE POINT VETERANS ADMINISTRATION FIRE DEPARTMENT,41 CASTLE POINT ROAD, ,CASTLE POINT,NY,12511,,,845-838-5200,,,586529.552364976,4599463.99984424
957,ROMBOUT FIRE COMPANY STATION 2,501 CEDAR HILL ROAD, ,FISHKILL,NY,12524,,,845-897-4413,,,593492.022690508,4599700.79369424
958,IBM EAST FISHKILL EMERGENCY CONTROL,2070 STATE ROUTE 52,BUILDING 308,HOPEWELL JUNCTION,NY,12533,,,845-894-2222,,,598341.009471199,4599829.10456149
959,CRONOMER VALLEY FIRE DEPARTMENT,396 NORTH PLANK ROAD, ,NEWBURGH,NY,12550,,,845-564-2020,,,578503.305282651,4600201.39022516
960,WALDEN FIRE DEPARTMENT STATION 1,230 OLD ORANGE AVENUE, ,WALDEN,NY,12586,,,845-778-4550,,,567434.129242937,4600273.14590634
961,CHELSEA FIRE COMPANY,16 LIBERTY STREET, ,CHELSEA,NY,12512,,,845-831-4434,,,586147.462218978,4600594.27820597
962,EAST FISHKILL FIRE DEPARTMENT TRAINING FACILITY,2502 Route 52,,HOPEWELL JUNCTION,NY,12533,,,,,,600761.058888303,4600727.4799584
963,BLOOMINGBURG FIRE DEPARTMENT,85 MAIN STREET, ,BLOOMINGBURG,NY,12721,,,845-733-1000,,,546222.798700004,4600758.2470913
964,PAWLING FIRE DISTRICT STATION 1 - PAWLING ENGINE COMPANY,25 SOUTH STREET, ,PAWLING,NY,12564,,,845-855-3630,,,616554.872342667,4601021.62291144
965,MIDDLE HOPE FIRE DEPARTMENT STATION 1,11 LATTINTOWN ROAD, ,NEWBURGH,NY,12550,,,845-562-7948,,,582978.342445654,4601400.14717795
966,WALDEN FIRE DEPARTMENT STATION 2,30 NORTH MONTGOMERY STREET, ,WALDEN,NY,12586,,,845-778-4550,,,567134.169669005,4601785.53520011
967,FORESTBURGH FIRE DISTRICT 1,2539 STATE ROUTE 42, ,FORESTBURGH,NY,12777,,,845-794-7899,,,521634.283451586,4601848.59441775
968,PINE BUSH HOOK AND LADDER COMPANY STATION 2,117 THOMPSON RIDGE ROAD, ,PINE BUSH,NY,12566,,,845-361-2922,,,556185.761118607,4601889.30505581
969,PAWLING FIRE DISTRICT STATION 3 - MIZZENTOP ENGINE COMPANY,627 NORTH QUAKER HILL ROAD, ,PAWLING,NY,12564,,,845-855-3327,,,620863.574596773,4602324.85279309
970,WURTSBORO FIRE COMPANY 1 STATION 39,91 SULLIVAN STREET, ,WURTSBORO,NY,12790,,,845-888-4611,,,543095.692308751,4602685.94010451
971,WURTSBORO FIRE STATION 2,54 PINE ST,,WURTSBORO,NY,12790,,,,,,543318.896200006,4602725.32299129
972,EAST FISHKILL FIRE DISTRICT - STORMVILLE FIRE COMPANY,112 OLD STATE ROUTE 52, ,STORMVILLE,NY,12582,,,845-221-5661,,,604654.24456259,4602785.57604351
973,EAST FISHKILL FIRE DISTRICT - HOPEWELL HOSE,320 STATE ROUTE 376, ,HOPEWELL JUNCTION,NY,12533,,,845-221-2481,,,599471.921354703,4603000.35595584
974,HUGHSONVILLE FIRE DEPARTMENT,88 OLD HOPEWELL ROAD, ,WAPPINGERS FALLS,NY,12590,,,845-297-4194,,,589347.796535013,4603704.26069752
975,NEW HAMBURG FIRE DISTRICT STATION 1 - HEADQUARTERS,15 CHANNINGVILLE ROAD, ,WAPPINGERS FALLS,NY,12590,,,845-297-8895,,,588159.320687366,4605101.63801329
976,W T GARNER ENGINE COMPANY,25 WEST ACADEMY STREET, ,WAPPINGERS FALLS,NY,12590,,,845-297-9022,,,590064.078638464,4605345.44176756
977,PINE BUSH HOOK AND LADDER COMPANY STATION 1 - HEADQUARTERS,2405 STATE ROUTE 52, ,PINE BUSH,NY,12566,,,845-744-2681,,,558917.076360966,4605844.01420067
978,WAPPINGERS FALLS FIRE STATION 2,5 SCHOOL ST,,WAPPINGERS FALLS,NY,12590,,,,,,589998.158300006,4606140.1918913
979,PLATTEKILL FIRE STATION 2,262 FOREST RD,,WALLKILL,NY,12589,,,,,,573656.007200005,4606165.1843913
980,NARROWSBURG FIRE DEPARTMENT,203 BRIDGE STREET, ,NARROWSBURG,NY,12764,,,845-252-3328,,,495047.400609172,4606254.25170797
981,WALLKILL HOOK LADDER AND HOSE COMPANY / ULSTER COUNTY COMPANY 64,18 CENTRAL AVENUE, ,WALLKILL,NY,12589,,,845-895-9708,,Confirmed or Updated 2022,568239.89934086,4606278.71770811
982,MARLBORO HOSE COMPANY 1,14 GRAND STREET, ,MARLBORO,NY,12542,,,845-236-7453,,Confirmed or Updated 2022,585427.764527689,4606506.70761418
983,NEW HACKENSACK FIRE DISTRICT,217 MYERS CORNERS ROAD, ,WAPPINGERS FALLS,NY,12590,,,845-297-3897,,,594044.492998405,4606760.13451095
984,LAVA VOLUNTEER FIRE DEPARTMENT,7898 STATE ROUTE 52, ,NARROWSBURG,NY,12764,,,845-252-3375,,,498537.918699619,4607431.2739417
985,NEW HAMBURG FIRE DISTRICT STATION 2,2886 STATE ROUTE 9D, ,WAPPINGERS FALLS,NY,12590,,,845-297-7550,,,590214.888938298,4607445.33552261
986,BEEKMAN VOLUNTEER FIRE COMPANY,316 BEEKMAN POUGHQUAG ROAD, ,POUGHQUAG,NY,12570,,,845-724-5280,,,609618.008208085,4607490.03870367
987,EAST FISHKILL FIRE DISTRICT - HILLSIDE LAKE FIRE COMPANY,207 HILLSIDE LAKE ROAD, ,WAPPINGERS FALLS,NY,12590,,,845-227-8860,,,599707.140014376,4607776.46268386
988,PLATTEKILL FIRE DEPARTMENT STATION 1 - HEADQUARTERS,50 FIRE HOUSE ROAD, ,WALLKILL,NY,12589,,,845-564-0378,,Confirmed or Updated 2022,576679.719042423,4607862.04529967
989,SUMMITVILLE FIRE COMPANY 1,3978 STATE ROUTE 209, ,WURTSBORO,NY,12790,,,845-888-5531,,,545709.011073076,4608120.20914639
990,ROCK HILL VOLUNTEER FIRE DEPARTMENT INCORPORATED,61 GLEN WILD ROAD, ,ROCK HILL,NY,12775,,,845-794-8961,,,533542.314829517,4608802.8657467
991,DUTCHESS COUNTY AIRPORT FIRE DEPARTMENT,263 NEW HACKENSACK ROAD,OPERATIONS BUILDING - GRIFFITH WAY,WAPPINGERS FALLS,NY,12590,,,845-463-6007,,,593610.893518738,4608808.68145026
992,WALKER VALLEY CHEMICAL ENGINE COMPANY / ULSTER COUNTY COMPANY 63,3679 STATE ROUTE 52, ,PINE BUSH,NY,12566,,,845-744-3119,,Confirmed or Updated 2022,552035.963588218,4609115.69971386
993,ARLINGTON FIRE DISTRICT - RED OAKS MILL FIRE COMPANY,213 VASSAR ROAD, ,POUGHKEEPSIE,NY,12603,,,845-463-6033,,,593313.967357115,4610625.19922313
994,MONTICELLO JOINT FIRE DISTRICT STATION 22,23 RICHARDSON AVENUE, ,MONTICELLO,NY,12701,,,845-794-5121,,,526725.74294305,4611100.75235625
995,JOHN HANNA KETCHAM HOSE COMPANY STATION 2,6376 STATE ROUTE 55, ,WINGDALE,NY,12594,,,845-832-6985,,,619850.876129042,4611580.18536059
996,SMALLWOOD-MONGAUP VALLEY FIRE COMPANY,181 BALLARD ROAD, ,MONGAUP VALLEY,NY,12762,,,845-583-5487,,,516865.331435723,4612143.6107106
997,SHAWANGUNK VALLEY VOLUNTEER FIRE COMPANY,2150 BRUYNSWICK ROAD, ,WALLKILL,NY,12589,,,845-895-2600,,Confirmed or Updated 2022,564433.105590021,4612212.6333889
998,LAGRANGE FIRE DISTRICT STATION 3 - SOUTHWEST LAGRANGE,21 RED OAKS MILL ROAD, ,POUGHKEEPSIE,NY,12603,,,845-462-2277,,,594277.560679007,4612360.27496038
999,MILTON FIRE DISTRICT / MILTON ENGINE COMPANY 1,21 MAIN STREET, ,MILTON,NY,12547,,,845-795-2355,,Confirmed or Updated 2022,586586.723373666,4612376.25909086
1000,ARLINGTON FIRE DISTRICT - CROFT CORNERS FIRE COMPANY,7 SPACKENKILL ROAD, ,POUGHKEEPSIE,NY,12603,,,845-463-6037,,,589166.328394644,4612431.38747961
1001,UNION VALE FIRE DISTRICT STATION 2,1795 CLOVE ROAD, ,LAGRANGEVILLE,NY,12540,,,845-724-5885,,,609930.476827031,4612682.57560482
1002,CRAGSMOOR VOLUNTEER FIRE COMPANY,66 SAMS POINT ROAD, ,PINE BUSH,NY,12566,,,845-647-7927,,Confirmed or Updated 2022,551606.295785195,4613140.79620914
1003,MODENA FIRE DEPARTMENT,1953 STATE ROUTE 55, ,MODENA,NY,12548,,,845-883-6937,,Confirmed or Updated 2022,574300.31174804,4613356.03832446
1004,WHITE LAKE FIRE COMPANY,1568 STATE ROUTE 17B, ,WHITE LAKE,NY,12786,,,845-583-5170,,,513420.716960505,4613636.86956576
1005,LAKE HUNTINGTON FIRE DEPARTMENT INCORPORATED - MAIN STATION,6586 STATE ROUTE 52, ,LAKE HUNTINGTON,NY,12752,,,845-932-8444,,,500035.0523,4614485.1999
1006,LAGRANGE FIRE DISTRICT STATION 1 - SW PHELPS FIRE COMPANY,2388 STATE ROUTE 82, ,LAGRANGEVILLE,NY,12540,,,845-227-2723,,,603646.95965353,4614505.94948899
1007,GARDINER FIRE DEPARTMENT STATION 1 - HEADQUARTERS,2349 STATE ROUTE 55, ,GARDINER,NY,12525,,,845-255-1689,,Confirmed or Updated 2022,570832.98018163,4614542.54307659
1008,LAGRANGE FIRE DISTRICT STATION 2,504 FREEDOM PLAINS ROAD, ,POUGHKEEPSIE,NY,12603,,,845-452-4989,,,595429.896311144,4614795.35021987
1009,KAUNEONGA LAKE FIRE DEPARTMENT,3574 STATE ROUTE 55, ,KAUNEONGA LAKE,NY,12749,,,845-583-4700,,,514060.0078859,4614879.30245556
1010,MOUNTAIN DALE FIRE DEPARTMENT AND FIRST AID SQUAD,132 MAIN STREET, ,MOUNTAIN DALE,NY,12763,,,845-434-3425,,,538887.556280211,4615563.15021099
1011,POUGHKEEPSIE FIRE DEPARTMENT STATION 3 - POUGHKEEPSIE ENGINE COMPANY,228 HOOKER AVENUE, ,POUGHKEEPSIE,NY,12603,,,845-451-4087,,,590475.716543194,4615611.8522546
1012,CLINTONDALE FIRE DEPARTMENT,1063 STATE ROUTE 55, ,CLINTONDALE,NY,12515,,,845-883-6124,,Confirmed or Updated 2022,579071.806495431,4616348.81426966
1013,ARLINGTON FIRE DISTRICT - ARLINGTON ENGINE COMPANY 1,11 BURNETT BOULEVARD, ,POUGHKEEPSIE,NY,12603,,,845-486-6304,,,592536.333815701,4616688.35107657
1014,POUGHKEEPSIE FIRE DEPARTMENT STATION 2 - O H BOOTH HOSE COMPANY,505 MAIN STREET, ,POUGHKEEPSIE,NY,12601,,,845-451-4086,,,589944.815544696,4617188.34897232
1015,LAKE HUNTINGTON FIRE DEPARTMENT INCORPORATED - SUBSTATION,1 DEPOT ROAD, ,COCHECTON,NY,12726,,,845-932-8444,,,494851.077300001,4617353.8383
1016,SOUTH FALLSBURG FIRE DEPARTMENT,13 LAKE STREET, ,SOUTH FALLSBURG,NY,12779,,,845-434-2008,,,530760.225662162,4617386.99953805
1017,WOODRIDGE FIRE DEPARTMENT,1 GREEN AVENUE, ,WOODRIDGE,NY,12789,,,845-434-6893,,,535651.948266171,4617597.54272025
1018,POUGHKEEPSIE FIRE DEPARTMENT STATION 1 - HEADQUARTERS,18 NORTH CLOVER STREET, ,POUGHKEEPSIE,NY,12601,,,845-451-4084,,,588572.558022453,4617759.88054075
1019,ELLENVILLE FIRE DISTRICT - KIMBLE HOSE COMPANY,20 BERME ROAD, ,ELLENVILLE,NY,12428,,,845-647-4580,,Confirmed or Updated 2022,551246.866382102,4618178.62249282
1020,ELLENVILLE FIRE DISTRICT - PIONEER STATION,68 CENTER STREET, ,ELLENVILLE,NY,12428,,,845-647-9348,,Confirmed or Updated 2022,550325.706095072,4618465.17668774
1021,ELLENVILLE FIRE DISTRICT - SCORESBY HOOK AND LADDER,3 MAPLE AVENUE, ,ELLENVILLE,NY,12428,,,845-647-7330,,Confirmed or Updated 2022,550448.081240039,4618684.84250437
1022,HIGHLAND FIRE DISTRICT - HIGHLAND HOSE COMPANY STATION 1,25 MILTON AVENUE, ,HIGHLAND,NY,12528,,,845-691-2421,,Confirmed or Updated 2022,586153.41421154,4618881.58571172
1023,GARDINER FIRE DEPARTMENT STATION 2,3055 STATE ROUTE 55, ,GARDINER,NY,12525,,,845-255-1689,,Confirmed or Updated 2022,566876.222420464,4618999.10681457
1024,ARLINGTON FIRE DISTRICT - ROCHDALE ENGINE COMPANY,1075 DUTCHESS TURNPIKE, ,POUGHKEEPSIE,NY,12603,,,845-486-6314,,,594994.853691131,4619001.53435588
1025,ELLENVILLE FIRE DISTRICT - GREENFIELD PARK STATION,6997 STATE ROUTE 52, ,GREENFIELD PARK,NY,12435,,,845-647-8899,,Confirmed or Updated 2022,542453.24525039,4619601.5625015
1026,KENOZA LAKE FIRE DEPARTMENT,485 OLD TAYLOR ROAD, ,JEFFERSONVILLE,NY,12748,,,845-482-5676,,,504528.33614061,4620127.02406313
1027,HURLEYVILLE FIRE DEPARTMENT,166 MAIN STREET, ,HURLEYVILLE,NY,12747,,,845-434-4161,,,527032.145197919,4620163.42345897
1028,FAIRVIEW FIRE DISTRICT,258 VIOLET AVENUE, ,POUGHKEEPSIE,NY,12601,,,845-452-8770,,,590635.636870248,4620339.76401447
1029,UNION VALE FIRE DISTRICT STATION 1 - HEADQUARTERS,3373 STATE ROUTE 82, ,VERBANK,NY,12585,,,845-677-9262,,,606799.695994271,4620394.15820264
1030,HIGHLAND FIRE DISTRICT - HIGHLAND HOSE COMPANY STATION 2,570 NEW PALTZ ROAD, ,HIGHLAND,NY,12528,,,845-691-6026,,Confirmed or Updated 2022,582070.670293144,4621098.45762935
1031,NAPANOCH FIRE DISTRICT - NAPANOCH FIRE DEPARTMENT,25 PLANK ROAD, ,NAPANOCH,NY,12458,,,845-647-6830,,Confirmed or Updated 2022,552410.236253262,4621494.15319962
1032,JOHN HANNA KETCHAM HOSE COMPANY STATION 1,3313 STATE ROUTE 22, ,DOVER PLAINS,NY,12522,,,845-877-6514,,,618065.460808469,4621745.07153279
1033,NEW PALTZ FIRE DEPARTMENT STATION 2,117 HENRY W DUBOIS DRIVE, ,NEW PALTZ,NY,12561,,,845-255-1520,,Confirmed or Updated 2022,577754.202779315,4621982.40118748
1034,NEW PALTZ FIRE DEPARTMENT STATION 1 - HEADQUARTERS,25 PLATTEKILL AVENUE, ,NEW PALTZ,NY,12561,,,845-255-1520,,Confirmed or Updated 2022,576131.53430691,4622025.63604117
1035,SWAN LAKE HOSE COMPANY 1,52 STANTON CORNERS ROAD, ,SWAN LAKE,NY,12783,,,845-292-9669,,,518551.82448851,4622079.85373174
1036,PLEASANT VALLEY FIRE DISTRICT STATION 1 - HEADQUARTERS,1619 MAIN STREET, ,PLEASANT VALLEY,NY,12569,,,845-635-2117,,,597844.962050292,4622178.32507374
1037,ROOSEVELT FIRE DISTRICT ENGINE COMPANY 2 - HEADQUARTERS,265 CREAM STREET, ,POUGHKEEPSIE,NY,12601,,,845-454-5070,,,593349.023474865,4622313.86194691
1038,WOODBOURNE FIRE COMPANY 1 INCORPORATED,355 FIREHOUSE ROAD, ,WOODBOURNE,NY,12788,,,845-434-6763,,,533760.118482311,4623169.66691921
1039,HORTONVILLE VOLUNTEER FIRE COMPANY,100 MAIN STREET, ,HORTONVILLE,NY,12745,,,845-887-5177,,,497505.821660934,4623753.93306532
1040,CALLICOON VOLUNTEER FIRE DEPARTMENT,9305 STATE ROUTE 97, ,CALLICOON,NY,12723,,,845-887-4233,,,495239.594055457,4623969.22620514
1041,LAKE MOHONK HOSE COMPANY 1,GARDEN ROAD, ,HIGH FALLS,NY,12440,,,845-255-1000,,Confirmed or Updated 2022,570372.737438606,4624676.94594643
1042,LAKE MOHONK HOSE COMPANY 1,GARDEN ROAD, ,HIGH FALLS,NY,12440,,,845-255-1000,,Confirmed or Updated 2022,570372.737438606,4624676.94594643
1043,ROOSEVELT FIRE DISTRICT ENGINE COMPANY 3,1 ROOSEVELT ROAD, ,HYDE PARK,NY,12538,,,845-229-2716,,,590735.427600006,4624697.6299913
1044,KERHONKSON FIRE COMPANY,333 MAIN STREET, ,KERHONKSON,NY,12446,,,845-626-7455,,Confirmed or Updated 2022,558570.033799947,4624859.94281294
1045,PROTECTION HOSE COMPANY 1 OF JEFFERSONVILLE NEW YORK,4903 STATE ROUTE 52, ,JEFFERSONVILLE,NY,12748,,,845-482-4275,,,505366.890497477,4625222.91250756
1046,LOCH SHELDRAKE FIRE DEPARTMENT,1280 STATE ROUTE 52, ,LOCH SHELDRAKE,NY,12759,,,845-434-2710,,,527881.205260574,4625279.97714238
1047,ACCORD FIRE DISTRICT - ACCORD FIRE COMPANY,22 MAIN STREET, ,ACCORD,NY,12404,,,845-626-2231,,Confirmed or Updated 2022,563998.089265505,4626368.90497771
1048,HYDE PARK FIRE DEPARTMENT,4306 ALBANY POST ROAD, ,HYDE PARK,NY,12538,,,845-229-5258,,,588651.955924373,4626510.80458003
1049,MILLBROOK FIRE DEPARTMENT,20 FRONT STREET, ,MILLBROOK,NY,12545,,,845-677-3871,,,608418.36782791,4626599.44847112
1050,ROOSEVELT FIRE DISTRICT ENGINE COMPANY 1,9 CARDINAL ROAD, ,HYDE PARK,NY,12538,,,845-229-2746,,,590576.138098476,4627028.99004583
1051,WHITE SULPHUR SPRINGS FIRE DEPARTMENT,3352 STATE ROUTE 52, ,WHITE SULPHUR SPRINGS,NY,12787,,,845-292-5468,,,514111.660563794,4627539.45451707
1052,ACCORD FIRE DISTRICT - ALLIGERVILLE FIRE COMPANY,4 CREEK ROAD, ,HIGH FALLS,NY,12440,,,845-687-9669,,Confirmed or Updated 2022,568220.004457671,4627586.35340367
1053,NORTH BRANCH FIRE DISTRICT,20 NORTH BRANCH ROAD, ,NORTH BRANCH,NY,12766,,,845-482-5134,,,500807.755222912,4628259.78798438
1054,YOUNGSVILLE FIRE DISTRICT,1822 SHANDELEE ROAD, ,YOUNGSVILLE,NY,12791,,,845-482-3600,,,509483.45734624,4628267.78462399
1055,LIBERTY JOINT FIRE DISTRICT,356 SPRAGUE AVENUE, ,LIBERTY,NY,12754,,,845-295-0236,,,520912.979827435,4628694.82764894
1056,PLEASANT VALLEY FIRE DISTRICT STATION 2 - SALT POINT,30 COTTAGE STREET, ,SALT POINT,NY,12578,,,845-266-5177,,,600163.853115569,4628746.88284132
1057,WASSAIC FIRE COMPANY,27 FIREHOUSE ROAD, ,WASSAIC,NY,12592,,,845-373-8807,,,619674.80433047,4629351.19459434
